arch-it05		mp0644		 In : Fri Sep 22 14:12:27 2017		1506082347.268054 --> 		Out : Fri Sep 22 14:12:29 2017		1506082349.680953
arch-it05		mp0644		 In : Fri Sep 22 14:12:55 2017		1506082375.483252 --> 		Out : Fri Sep 22 14:12:57 2017		1506082377.981494
